Project;Network;Activity;Customer;WBS;Opr. short text;PM;TL;Latest Start Date;Latest Start Week;Latest Finish Date;Latest Finish Week;Activity Code;Original Finish Date;Latest Finish Day;Activity Description;Actual work;Work;Work Center;WBS Type
P.0026926;P.0026926;1047;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.05.901.001;ENG ILC ENG Mechanical (Overall);A.F. van Wijk;B.A. Nieuwkerk;20241009;41;20260717;29;IM;20260717;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026926;P.0026926;1048;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.05.902;Eng SW Development;A.F. van Wijk;B.A. Nieuwkerk;20241009;41;20260313;11;SD;20260313;Friday;Engineering Software;                                                                                              0.000;                                                                                               15.2;130;SD
P.0026926;P.0026926;1052;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.05.906;Eng SW Testing;A.F. van Wijk;B.A. Nieuwkerk;20260316;12;20260331;14;ST;20260331;Tuesday;S.W. Testing;                                                                                              0.000;                                                                                                8.0;140;ST
P.0026926;P.0026926;1057;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.05.912;ENG Safety PLC Testing URM_CO CONTROLS M;A.F. van Wijk;B.A. Nieuwkerk;20241009;41;20260331;14;HT;20260331;Tuesday;Hardware Testing;                                                                                              0.000;                                                                                                0.6;120;6H
P.0026926;P.0026926;1055;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.05.912;ENG URM_CO CONTROLS MOHNOPUMP;A.F. van Wijk;B.A. Nieuwkerk;20251017;42;20251024;43;EN;20251024;Friday;Engineering;                                                                                              0.000;                                                                                                5.5;120;6H
P.0026926;P.0026926;1061;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.61.042;ENG Isoliergehäuse;A.F. van Wijk;G. Fransen/G.M. Verwaal;20251031;44;20251111;46;EN;20251111;Tuesday;Engineering;                                                                                              0.000;                                                                                               15.2;110PAS;01
P.0026926;P.0026926;1068;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.61.043;ENG Kälteanlage;A.F. van Wijk;G. Fransen/G.M. Verwaal;20251031;44;20251111;46;EN;20251111;Tuesday;Engineering;                                                                                              0.000;                                                                                               15.2;110PAS;01
P.0026927;P.0026927;0260;SOGEPI FACTORY LAND.SL;P.0026927.01.901;Eng Mechanical overall;H.S. Breider;B.A. Nieuwkerk;20240816;33;20250623;26;EM;20250516;Monday;Engineering Mechanical;                                                                                             71.680;                                                                                               38.3;110PPD;EM
P.0026927;P.0026927;0266;SOGEPI FACTORY LAND.SL;P.0026927.01.901;SR (Safety Review);H.S. Breider;B.A. Nieuwkerk;20240816;33;20250314;11;SR;20250314;Friday;Safety Review;                                                                                              0.000;                                                                                                0.0;110PPD;EM
P.0026927;P.0026927;0261;SOGEPI FACTORY LAND.SL;P.0026927.01.901;Customer Drawing & Risk Analysis;H.S. Breider;B.A. Nieuwkerk;20240819;34;20250221;08;CD;20250221;Friday;Customer Drawing & Risk Analysis;                                                                                              9.000;                                                                                               24.0;110PPD;EM
P.0026927;P.0026927;0267;SOGEPI FACTORY LAND.SL;P.0026927.01.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;B.A. Nieuwkerk;20240816;33;20250828;35;IM;20250828;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026927;P.0026927;0268;SOGEPI FACTORY LAND.SL;P.0026927.01.902;Eng SW Development;H.S. Breider;B.A. Nieuwkerk;20240816;33;20250417;16;SD;20250316;Thursday;Engineering Software;                                                                                             29.600;                                                                                               71.3;130;SD
P.0026927;P.0026927;0275;SOGEPI FACTORY LAND.SL;P.0026927.01.906;Eng SW Testing;H.S. Breider;B.A. Nieuwkerk;20250505;19;20250530;22;ST;20250425;Friday;S.W. Testing;                                                                                              0.000;                                                                                               67.9;140;ST
P.0026927;P.0026927;0286;SOGEPI FACTORY LAND.SL;P.0026927.01.912;ENG Safety PLC Testing URM_CO CONTROLS S;H.S. Breider;B.A. Nieuwkerk;20250505;19;20250530;22;HT;20250425;Friday;Hardware Testing;                                                                                              0.000;                                                                                                8.1;120;CH
P.0026927;P.0026927;0485;SOGEPI FACTORY LAND.SL;P.0026927.02.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;B.A. Nieuwkerk;20240816;33;20250828;35;IM;20250828;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026927;P.0026927;0486;SOGEPI FACTORY LAND.SL;P.0026927.02.902;Eng SW Development;H.S. Breider;B.A. Nieuwkerk;20240816;33;20250425;17;SD;20250321;Friday;Engineering Software;                                                                                             84.110;                                                                                               23.9;130;SD
P.0026927;P.0026927;0493;SOGEPI FACTORY LAND.SL;P.0026927.02.906;Eng SW Testing;H.S. Breider;B.A. Nieuwkerk;20250512;20;20250530;22;ST;20250425;Friday;S.W. Testing;                                                                                              0.000;                                                                                               70.7;140;ST
P.0026927;P.0026927;0504;SOGEPI FACTORY LAND.SL;P.0026927.02.912;ENG Safety PLC Testing URM_CO CONTROLS W;H.S. Breider;B.A. Nieuwkerk;20250512;20;20250530;22;HT;20250425;Friday;Hardware Testing;                                                                                              0.000;                                                                                                1.5;120;CH
P.0026927;P.0026927;0562;SOGEPI FACTORY LAND.SL;P.0026927.03.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;B.A. Nieuwkerk;20240816;33;20250828;35;IM;20250828;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026927;P.0026927;0610;SOGEPI FACTORY LAND.SL;P.0026927.04.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;B.A. Nieuwkerk;20240816;33;20250620;25;IM;20250515;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026927;P.0026927;0658;SOGEPI FACTORY LAND.SL;P.0026927.05.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;B.A. Nieuwkerk;20240816;33;20250620;25;IM;20250515;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026927;P.0026927;0705;SOGEPI FACTORY LAND.SL;P.0026927.06.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;B.A. Nieuwkerk;20240816;33;20250828;35;IM;20250828;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
